Sentence;Expected Annotations;Predicted Annotations;Precision;Recall;F1 Score
Seleucus Iresting_on on water urn.;[('Seleucus I', 'PERSON', 'resting_on', 'water urn', 'OBJECT')];[];0.0;0.0;0.0
"Artemis advancing right, head left, wearing short chiton and boot, holding bow in left hand, drawing arrow with right hand from quiver at shoulder; to right hound advancing right. Ground line. Border of dots.";[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT')];0.75;1.0;0.8571428571428571
"Emperor Caracalla in military attire standing left, holding parazonium and scepter, his left foot on the back of captive; behind, Nike, crowning emperor, holding branch in left arm; inbetween, another captive lying under his shield.";[('Caracalla', 'PERSON', 'holding', 'parazonium', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'scepter', 'OBJECT'), ('Nike', 'PERSON', 'crowning', 'emperor', 'PERSON'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')];[('Caracalla', 'PERSON', 'holding', 'parazonium', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'scepter', 'OBJECT'), ('Nike', 'PERSON', 'crowning', 'emperor', 'PERSON')];1.0;0.75;0.8571428571428571
Homonoia standing facing, head left, wearing kalathos, holding patera in outstretched right hand over lighted and garland altar and cornucopia in left arm. Ground line. Border of dots.;[('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];[('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];1.0;1.0;1.0
Demeter throne left, holding corn in right hand, leftresting_on on long torch.;[('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];1.0;1.0;1.0
"At left Hygieia standing facing, head right, feeding serpent held in left arm from patera in outstretched right hand; at left, ibis standing left; at right, Asclepius seen from front, head left, leaning on serpent staff with right hand; between them Telesphorus standing facing. Border of dots.";[('Hygieia', 'PERSON', 'feeding', 'serpent', 'ANIMAL'), ('Asclepius', 'PERSON', 'resting_on', 'serpent staff', 'OBJECT')];[('Hygieia', 'PERSON', 'feeding', 'serpent', 'ANIMAL'), ('Asclepius', 'PERSON', 'resting_on', 'serpent staff', 'OBJECT')];1.0;1.0;1.0
Cybele throne left, wearing calathus, holding patera in outstretched right hand over lion in front of her, seated_on left, resting left arm on tympanon.;[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'tympanon', 'OBJECT')];[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'tympanon', 'OBJECT')];1.0;1.0;1.0
Nude infant Heracles kneeling right, strangling a serpent in each hand.;[('Heracles', 'PERSON', 'grasping', 'serpent', 'ANIMAL')];[];0.0;0.0;0.0
"Jugate head of the Dioscur, right, wearing cap surmounted by star; all in vine wreath.";[('Dioscur', 'PERSON', 'wearing', 'cap', 'OBJECT')];[];0.0;0.0;0.0
Emperor Severus Alexander in military attire seated_on right on horse, wearing cuirass, fluttering paludamentum and boot, brandishing transverse spear in raised right hand towards lion advancing right, head left.;[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Severus Alexander', 'PERSON', 'holding', 'spear', 'OBJECT')];[];0.0;0.0;0.0
Demeter standing, left, holding corn over lighted altar and long torch.;[('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
"Nude Dionysus standing facing, head left, wearing boot, holding cantharus in right hand over a panther prancing left, head right; pelleted and filleted thyrsus in left arm; at left, star with six ray.";[('Dionysus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT')];1.0;1.0;1.0
"Roma seated_on left on cuirass, holding Nike and spear; behind, shield.";[('Roma', 'PERSON', 'seated_on', 'cuirass', 'OBJECT'), ('Roma', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Roma', 'PERSON', 'holding', 'spear', 'OBJECT')];[('Roma', 'PERSON', 'seated_on', 'cuirass', 'OBJECT'), ('Roma', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Roma', 'PERSON', 'holding', 'spear', 'OBJECT')];1.0;1.0;1.0
Hygieia wearing double chiton standing right, feeding serpent held in right arm from patera in outstretched left hand.;[('Hygieia', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Hygieia', 'PERSON', 'feeding', 'serpent', 'ANIMAL')];[('Hygieia', 'PERSON', 'feeding', 'serpent', 'ANIMAL')];1.0;0.5;0.6666666666666666
Dionysus seated_on facing, head right, on panther advancing right, holding thyrsus in left arm, resting right arm on panther.;[('Dionysus', 'PERSON', 'seated_on', 'panther', 'ANIMAL'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT'), ('Dionysus', 'PERSON', 'resting_on', 'panther', 'ANIMAL')];[('Dionysus', 'PERSON', 'resting_on', 'panther', 'ANIMAL'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT'), ('Dionysus', 'PERSON', 'resting_on', 'panther', 'ANIMAL')];1.0;0.6666666666666666;0.8
Seleucus Iresting_on on knee.;[('Seleucus I', 'PERSON', 'resting_on', 'knee', 'OBJECT')];[];0.0;0.0;0.0
"Ares standing left, wearing helmet, holding spear in left hand; at his foot, right, shield.";[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT')];[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT')];1.0;1.0;1.0
Aequitas holding stone.;[('Aequitas', 'PERSON', 'holding', 'stone', 'OBJECT')];[];0.0;0.0;0.0
Nude Heracles standing right, resting right arm on club, holding lion skin and bow in left arm. Ground line.;[('Heracles', 'PERSON', 'holding', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'bow', 'OBJECT')];1.0;1.0;1.0
"Emperor Septimius Severus in military attire standing facing, head left, wearing cuirass and boot, holding patera in outstretched right hand, leftresting_on on inverted spear; behind him Nike standing facing, head left, wearing long garment, crowning emperor with laurel wreath in right hand, holding branch in left arm. Ground line. Border of dots.";[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Septimius Severus', 'PERSON', 'resting_on', 'spear', 'OBJECT'), ('Nike', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Nike', 'PERSON', 'crowning', 'emperor', 'PERSON'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')];[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Nike', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Nike', 'PERSON', 'crowning', 'emperor', 'PERSON')];1.0;0.7142857142857143;0.8333333333333333
"Zeus standing left, wearing long garment; holding patera and scepter; at his foot left eagle with spread out wing standing left, head right.";[('Zeus', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'scepter', 'OBJECT')];[('Zeus', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'scepter', 'OBJECT')];1.0;1.0;1.0
Athena seated_on on kline.;[('Athena', 'PERSON', 'seated_on', 'kline', 'OBJECT')];[('Athena', 'PERSON', 'seated_on', 'kline', 'OBJECT')];1.0;1.0;1.0
Veil Demeter seated_on left cista mystica with half-open lid, out of which serpent creeps right, wearing corn wreath, holding a poppy between two corn in right hand, leftresting_on on long torch. Border of dots.;[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];0.75;1.0;0.8571428571428571
"Emperor Caracalla receiving the apple of the Hesperides from Heracles; to left, bearded emperor Caracalla in military attire standing facing, head right, wearing cuirass and boot, resting right arm on long scepter; to right, nude Heracles, standing left, holding the apple of the Hesperides in right hand, resting left arm on club; inbetween, lighted and garland altar. Ground line. Border of dots.";[('Caracalla', 'PERSON', 'receiving', 'apple', 'PLANT'), ('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Caracalla', 'PERSON', 'resting_on', 'scepter', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'apple', 'PLANT')];[('Caracalla', 'PERSON', 'receiving', 'apple', 'PLANT'), ('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Caracalla', 'PERSON', 'resting_on', 'scepter', 'OBJECT'), ('Caracalla', 'PERSON', 'receiving', 'apple', 'PLANT'), ('Heracles', 'PERSON', 'holding', 'apple', 'PLANT'), ('Heracles', 'PERSON', 'holding', 'apple', 'PLANT'), ('Caracalla', 'PERSON', 'receiving', 'apple', 'PLANT'), ('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Caracalla', 'PERSON', 'resting_on', 'scepter', 'OBJECT'), ('Caracalla', 'PERSON', 'receiving', 'apple', 'PLANT'), ('Heracles', 'PERSON', 'holding', 'apple', 'PLANT'), ('Heracles', 'PERSON', 'holding', 'apple', 'PLANT')];1.0;1.0;1.0
Nude Heracles seated_on left on rock covered with lion skin, resting right arm on club, resting left arm on rock.;[('Heracles', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('rock', 'OBJECT', 'wearing', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT')];[('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('rock', 'OBJECT', 'wearing', 'lion skin', 'OBJECT')];0.6666666666666666;0.6666666666666666;0.6666666666666666
"City gate, flanked by two tower with conical roof; above, gallery of seven arch; surmounted by nude Poseidon, advancing left, holding trident in outstretched right hand, Hippocampus twining around left arm; mark of value E.";[('Poseidon', 'PERSON', 'holding', 'trident', 'OBJECT'), ('hippocampus', 'ANIMAL', 'coiling', 'Poseidon', 'PERSON')];[('Poseidon', 'PERSON', 'holding', 'trident', 'OBJECT')];1.0;0.5;0.6666666666666666
Bare-headed bust of lightly bearded Marcus Aurelius, right, wearing paludamentum.;[('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Athena standing facing, head left, wearing Corinthian helmet, holding Nike in outstretched right hand and spear in left arm.;[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')];1.0;1.0;1.0
"Emperor Gordian in military attire standing left, holding patera and scepter; crowned by Nike, at his foot, altar.";[('Gordian', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Gordian', 'PERSON', 'holding', 'scepter', 'OBJECT')];[('Gordian', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Gordian', 'PERSON', 'holding', 'scepter', 'OBJECT')];1.0;1.0;1.0
Aequitas holding jar.;[('Aequitas', 'PERSON', 'holding', 'jar', 'OBJECT')];[];0.0;0.0;0.0
Athena standing facing, head left, wearing helmet and long garment, resting right hand on shield, holding long scepter in left hand. Ground line. Border of dots.;[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'scepter', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'scepter', 'OBJECT')];1.0;1.0;1.0
"Ares standing left, wearing helmet, holding spear in left hand; at his foot, right, shield.";[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT')];[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT')];1.0;1.0;1.0
Athena standing facing, head right, wearing Corinthian helmet, holding spear in right hand, on her outstretched left hand an owl, standing left. Ground line.;[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')];1.0;1.0;1.0
Nike wearing ribbon.;[('Nike', 'PERSON', 'wearing', 'ribbon', 'OBJECT')];[('Nike', 'PERSON', 'wearing', 'ribbon', 'OBJECT')];1.0;1.0;1.0
Wreath bust of Antoninus Pius, right, wearing cuirass and paludamentum.;[('Antoninus Pius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Antoninus Pius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Athena standing facing, head right, wearing a helmet and long garment, holding inverted spear in right hand and leftresting_on onshield.;[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')];1.0;1.0;1.0
"Head of youthful Dionysus, right, wearing ivy wreath; behind him thyrsus.";[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];1.0;1.0;1.0
Apollo seated_on on bull.;[('Apollo', 'PERSON', 'seated_on', 'bull', 'ANIMAL')];[('Apollo', 'PERSON', 'seated_on', 'bull', 'ANIMAL')];1.0;1.0;1.0
"Lion crouching left, breaking spear in jaw; in exergue, grain corn and dolphin. Ground line.";[('lion', 'ANIMAL', 'breaking', 'spear', 'OBJECT')];[];0.0;0.0;0.0
"Demeter and Homonoia, grasping right hand; to left, veil Demeter standing right, wearing corn wreath; to right, Homonoia standing facing, head left, wearing kalathos, holding cornucopia in left arm. Ground line. Border of dots.";[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Homonoia', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];0.6;1.0;0.7499999999999999
"Nude bearded Heracles advancing left, head right, lion skin over shoulder, drawing arrow with right hand from quiver at back, holding bow in outstretched left hand; at right, three Stymphalian bird falling. Ground line. Border of dots.";[('Heracles', 'PERSON', 'holding', 'arrow', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Heracles', 'PERSON', 'holding', 'arrow', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'bow', 'OBJECT')];1.0;1.0;1.0
Wing Nike standing left on base, holding laurel wreath and branch.;[('Nike', 'PERSON', 'holding', 'laurel wreath', 'OBJECT')];[('Nike', 'PERSON', 'holding', 'laurel wreath', 'OBJECT')];1.0;1.0;1.0
Emperor Commodus in military attire seated_on right on horse, wearing cuirass, fluttering paludamentum and boot, holding transverse spear in right hand.;[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Commodus', 'PERSON', 'holding', 'spear', 'OBJECT')];[];0.0;0.0;0.0
"Tower Tyche seated_on left on rock, head right, holding corn in right hand, leftresting_on on rock; to right, behind her, cornucopia; to left, at foot, river-god swimming left. Border of dots.";[('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT')];[('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT')];1.0;1.0;1.0
Nude Eros in attitude of Thanatos standing right, left leg crossed over right, leaning with right hand and left elbow on inverted lit torch. Ground line. Border of dots.;[('Eros', 'PERSON', 'resting_on', 'torch', 'OBJECT')];[];0.0;0.0;0.0
"Emperor Septimius Severus in military attire standing facing, head left, wearing cuirass and boot, holding Nike in right hand and spear in left hand; behind him Nike standing facing, head left, wearing long garment, crowning emperor with laurel wreath in right hand, holding branch in left arm. Ground line. Border of dots.";[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Septimius Severus', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Nike', 'PERSON', 'wearing', 'garment', 'OBJECT')];[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Septimius Severus', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Nike', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Nike', 'PERSON', 'wearing', 'garment', 'OBJECT')];0.8333333333333334;1.0;0.9090909090909091
"River-god and city goddess; to left, river-god resting_on right, holding reed andresting_on on water urn; to right, city goddess standing left, wearing kalathos, holding patera and scepter.";[('river-god', 'PERSON', 'holding', 'reed', 'PLANT'), ('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('city goddess', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('city goddess', 'PERSON', 'holding', 'patera', 'OBJECT'), ('city goddess', 'PERSON', 'holding', 'scepter', 'OBJECT')];[('city goddess', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('city goddess', 'PERSON', 'holding', 'patera', 'OBJECT'), ('city goddess', 'PERSON', 'holding', 'scepter', 'OBJECT')];1.0;0.6;0.7499999999999999
Emperor Lucius Verus in military attire advancing right, wearing cuirass, fluttering paludamentum and boot, holding transverse spear in right hand, carrying trophy over left shoulder. Border of dots.;[('Lucius Verus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Lucius Verus', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Lucius Verus', 'PERSON', 'holding', 'trophy', 'OBJECT')];[('Lucius Verus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Lucius Verus', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Lucius Verus', 'PERSON', 'holding', 'trophy', 'OBJECT')];1.0;1.0;1.0
Seleucus I seated_on on omphalos.;[('Seleucus I', 'PERSON', 'seated_on', 'omphalos', 'OBJECT')];[('Seleucus I', 'PERSON', 'seated_on', 'omphalos', 'OBJECT')];1.0;1.0;1.0
"Artemis standing facing, head left, wearing short chiton and boot, holding patera in outstretched right hand and bow in left hand; at her foot, stag standing left.";[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT')];1.0;1.0;1.0
"Dionysus with horn and on left Maenad standing inseated_on biga, right; Dionysus wearing fluttering chlamys, holding the rein in both hand; Maenad standing right, holding an expanded veil in both hand. Ground line. Border of dots.";[('Dionysus', 'PERSON', 'wearing', 'Dionysus', 'PERSON'), ('Dionysus', 'PERSON', 'wearing', 'chlamys', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'rein', 'OBJECT'), ('maenad', 'PERSON', 'holding', 'veil', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'Dionysus', 'PERSON'), ('Dionysus', 'PERSON', 'wearing', 'chlamys', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'rein', 'OBJECT'), ('Dionysus', 'PERSON', 'wearing', 'Dionysus', 'PERSON'), ('Dionysus', 'PERSON', 'wearing', 'chlamys', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'rein', 'OBJECT')];1.0;0.75;0.8571428571428571
"Eros seated_on right on dolphin, holding rein in both hand; dolphin holding oar. Border of dots.";[('Eros', 'PERSON', 'seated_on', 'dolphin', 'ANIMAL'), ('Eros', 'PERSON', 'holding', 'rein', 'OBJECT'), ('dolphin', 'ANIMAL', 'holding', 'oar', 'OBJECT')];[('dolphin', 'ANIMAL', 'holding', 'oar', 'OBJECT')];1.0;0.3333333333333333;0.5
"The three Charis or nymph standing facing, left one head right, middle and right one, head left; wearing long garment, left, holding jar in right hand, right in left hand; the middle holding jar in right hand and corn in left hand.";[('Charis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Charis', 'PERSON', 'holding', 'jar', 'OBJECT'), ('Charis', 'PERSON', 'holding', 'corn', 'PLANT')];[('Charis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Charis', 'PERSON', 'holding', 'jar', 'OBJECT'), ('Charis', 'PERSON', 'holding', 'jar', 'OBJECT'), ('Charis', 'PERSON', 'holding', 'corn', 'PLANT')];1.0;1.0;1.0
"Radiate bust of Severus Alexander, right, wearing cuirass and paludamentum; with aegis on left shoulder.";[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Artemis advancing left, wearing long garment, holding in each hand short torch upwards.;[('Artemis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
"Heracles standing right, lion skin over left arm, holding club overhead in raised right hand and left hand outstretched; at right, Hippolyte, seated_on right, head left, on a horse to right, wearing fluttering cloak, holding double ax in right hand. Ground line. Border of dots.";[('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Hippolyte', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Hippolyte', 'PERSON', 'holding', 'ax', 'OBJECT')];[('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Hippolyte', 'PERSON', 'wearing', 'cloak', 'OBJECT')];1.0;0.6666666666666666;0.8
Tower Cybele seated_on left on lion advancing right, holding flower and tympanon.;[('Cybele', 'PERSON', 'seated_on', 'lion', 'ANIMAL'), ('Cybele', 'PERSON', 'holding', 'flower', 'PLANT'), ('Cybele', 'PERSON', 'holding', 'tympanon', 'OBJECT')];[('Cybele', 'PERSON', 'seated_on', 'lion', 'ANIMAL'), ('Cybele', 'PERSON', 'holding', 'flower', 'PLANT'), ('Cybele', 'PERSON', 'holding', 'tympanon', 'OBJECT')];1.0;1.0;1.0
