Sentence;Expected Annotations;Predicted Annotations;Precision;Recall;F1 Score
Heracles standing left, leaning on club set on rock, holding lion skin in left arm.;[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'lion skin', 'OBJECT')];[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'lion skin', 'OBJECT')];0.6666666666666666;1.0;0.8
Bearded Heracles standing right, lion skin over left shoulder, resting right hand on club, holding apple of the Hesperides in left hand.;[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'apple', 'PLANT')];[('Heracles', 'PERSON', 'holding', 'apple', 'PLANT')];1.0;1.0;1.0
Nude Dionysus standing facing, head left, holding bunch of grape in right hand, chlamys and two spear in left arm. At both sides, two monograms.;[('Dionysus', 'PERSON', 'holding', 'grape', 'PLANT'), ('Dionysus', 'PERSON', 'holding', 'chlamys', 'OBJECT')];[('Dionysus', 'PERSON', 'holding', 'grape', 'PLANT'), ('Dionysus', 'PERSON', 'holding', 'chlamys', 'OBJECT')];1.0;1.0;1.0
"Emperor Commodus in military attire seated_on right on horse, wearing cuirass, fluttering paludamentum and boot, holding transverse spear in right hand; left horse hoof raised. Border of dots.";[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Commodus', 'PERSON', 'holding', 'double spear', 'OBJECT')];[];0.0;0.0;0.0
Nude Harpocrates standing left, wearing skhent, raising right arm finger to lips, holding cornucopia in left arm.;[('Harpocrates', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];[('Harpocrates', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];1.0;1.0;1.0
Nude Heracles standing left, strangling in both hand the attacking Nemean lion to right, head left.;[('Heracles', 'PERSON', 'grasping', 'Nemean Lion', 'ANIMAL')];[];0.0;0.0;0.0
Wing Genius standing left, wearing long garment, holding statuette of Tyche in right hand, standing facing, head left, wearing kalathos, and bow in right hand.;[('Genius', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Genius', 'PERSON', 'holding', 'statuette', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'bow', 'OBJECT')];[];0.0;0.0;0.0
Nude Hermes standing facing, head right, holding uncertain object in raised right hand, resting left arm on column, holding in left arm infant Dionysus, to left, stretching arm towards Hermes.;[('Hermes', 'PERSON', 'holding', 'object', 'OBJECT'), ('Hermes', 'PERSON', 'resting_on', 'column', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'Dionysus', 'PERSON')];[('Hermes', 'PERSON', 'holding', 'object', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'arm', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'Dionysus', 'PERSON'), ('Dionysus', 'PERSON', 'holding', 'object', 'OBJECT')];0.5;1.0;0.6666666666666666
Confronted bust of Philippus Arabs, right, wearing laurel wreath, cuirass and paludamentum, and of Otacilia Severa Severa, left, wearing stefane and drapery.;[('Philippus Arabs', 'PERSON', 'wearing', 'laurel wreath', 'OBJECT'), ('Philippus Arabs', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Philippus Arabs', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Otacilia Severa', 'PERSON', 'wearing', 'drapery', 'OBJECT')];[('Philippus Arabs', 'PERSON', 'wearing', 'laurel wreath', 'OBJECT'), ('Philippus Arabs', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Philippus Arabs', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Hades throne left, wearing kalathos, holding patera in outstretched right hand, leftresting_on on scepter.;[('Hades', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Hades', 'PERSON', 'holding', 'patera', 'OBJECT')];[];0.0;0.0;0.0
"Nude bearded Heracles standing right, strangling with right hand the attacking Nemean lion; holding club in outstretched left hand. Ground line. Border of dots.";[('Heracles', 'PERSON', 'grasping', 'Nemean Lion', 'ANIMAL'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT')];[('Heracles', 'PERSON', 'holding', 'club', 'OBJECT')];1.0;1.0;1.0
"Veil and draped bust of Demeter, right, wearing corn wreath; in front two corn and a poppy.";[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT')];[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT')];1.0;1.0;1.0
Tyche wearing kalathos, seated_on on rock left, holding rudder in right hand.;[('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'rudder', 'OBJECT')];[('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'rudder', 'OBJECT')];0.6666666666666666;1.0;0.8
Ares standing facing, head left, wearing cuirass, helmet and boot, holding spear in left hand and round shield in right arm. Ground line.;[('Ares', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'double spear', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')];[('Ares', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')];1.0;1.0;1.0
Head of Hermes facing, slightly left, wearing petasus with dotted brim and button top.;[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];1.0;1.0;1.0
"Artemis standing facing, head left, holding patera in outstretched right hand and torch in left arm; at her foot, stag standing right.";[('Artemis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Artemis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
Draped bust of Faustina Minor, right, wearing hair knot. Linear border.;[('Faustina Minor', 'PERSON', 'wearing', 'hair knot', 'OBJECT')];[('Faustina Minor', 'PERSON', 'wearing', 'hair knot', 'OBJECT')];1.0;1.0;1.0
"At left, emperor Septimius Severus standing facing, head right, wearing helmet, cuirass and boot, holding spear in right hand and parazonium in left arm; to right, Nike standing left, holding branch in left arm, crowning with laurel wreath in right outstretched arm the emperor. Ground line. Border of dots.";[('Septimius Severus', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'double spear', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'parazonium', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'palm branch', 'OBJECT')];[('Septimius Severus', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boot', 'OBJECT')];1.0;1.0;1.0
"Apollo seated_on left on omphalos, holding bow in right hand; above lion's head right; monogram to outer right.";[('Apollo', 'PERSON', 'seated_on', 'omphalos', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Apollo', 'PERSON', 'seated_on', 'omphalos', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT')];1.0;1.0;1.0
"Wreath bust of Caracalla, right, wearing paludamentum; with aegis on left shoulder. Border of dots.";[('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
"Athena standing left, holding patera in right hand, shield and spear in left hand; at her foot, left, altar.";[('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'shield', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'double spear', 'OBJECT')];[('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'shield', 'OBJECT')];1.0;1.0;1.0
Athena advancing left, wearing helmet and long fluttering chiton, holding laurel branch in right hand, spear and shield in left hand. Ground line. Border of dots.;[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'double spear', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'shield', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'laurel branch', 'OBJECT')];1.0;1.0;1.0
Bare-headed bust of Antoninus Pius, right, wearing cuirass and paludamentum.;[('Antoninus Pius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Antoninus Pius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
"Apollo and Artemis, seen from front each other, grasping right hand; to left, Apollo, right, holding laurel branch; to right, Artemis, left, holding bow; altar between them.";[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT')];0.5;1.0;0.6666666666666666
Head of youthful Hermes, right, wearing a flat petasus tied below his chin.;[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];1.0;1.0;1.0
Head of youthful Hermes facing, slightly left, wearing petasus with dotted brim.;[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];1.0;1.0;1.0
"Nude youth Dioscur standing facing, head right, holding a spear in right hand and reigns in left hand; behind him, a horse standing right, right hoof raised.";[('Dioscur', 'PERSON', 'holding', 'double spear', 'OBJECT')];[];0.0;0.0;0.0
Head of youthful Dionysus, right, wearing ivy wreath and hair falling in long curls on neck and shoulder.;[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];1.0;1.0;1.0
"Nude Apollo standing facing, head right, holding plectrum in right hand and in left arm lyre which rests on tripod; tripod entwined by serpent. Ground line. Border of dots.";[('Apollo', 'PERSON', 'holding', 'plectrum', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'lyre', 'OBJECT')];[('Apollo', 'PERSON', 'holding', 'plectrum', 'OBJECT')];1.0;1.0;1.0
